Timestamp,Voltage_L1_V,Voltage_L2_V,Voltage_L3_V,Current_L1_A,Current_L2_A,Current_L3_A,Frequency_Hz,PowerFactor,ActivePower_kW,ReactivePower_kVAR,ApparentPower_kVA,Energy_kWh
17-06-25 00:43,230.2,229.6,230.8,12.3,12.2,12.1,49.99,0.96,8.6,1.2,8.7,17552.3
17-06-25 00:44,229.5,230.5,231.1,12.0,11.6,12.3,49.96,0.98,8.9,1.3,9.0,17552.4
17-06-25 00:45,229.5,229.4,230.9,12.0,11.5,11.6,49.99,0.98,9.0,1.0,9.1,17552.6
17-06-25 00:46,230.0,230.6,230.8,12.4,11.9,12.2,50.02,0.98,8.9,1.2,9.0,17552.7
17-06-25 00:47,229.1,229.8,231.5,11.5,12.1,12.5,50.04,0.96,8.7,1.1,8.8,17552.8
17-06-25 00:48,229.9,230.3,231.2,11.7,12.2,12.1,50.03,0.98,8.8,1.0,8.9,17552.9
17-06-25 00:49,229.4,230.5,230.9,11.9,12.3,11.7,50.01,0.99,8.6,1.1,8.7,17553.0
17-06-25 00:50,229.6,230.5,229.7,12.2,11.7,12.3,50.04,0.97,8.8,1.2,8.9,17553.1
17-06-25 00:51,230.6,230.7,230.3,12.3,11.8,12.1,49.95,0.99,8.8,1.1,8.9,17553.2
17-06-25 00:52,229.6,229.1,231.1,11.5,11.8,11.5,49.96,0.96,8.6,1.3,8.7,17553.3
17-06-25 00:53,230.9,230.7,229.7,12.3,12.4,12.5,49.97,0.96,8.6,1.2,8.7,17553.4
17-06-25 00:54,229.9,230.7,229.5,12.4,11.7,12.2,50.01,0.96,8.9,1.1,9.0,17553.5
17-06-25 00:55,229.9,229.5,230.1,12.4,12.1,11.7,50.0,0.96,8.6,1.1,8.7,17553.6
17-06-25 00:56,230.5,230.2,231.0,12.3,11.9,12.0,49.98,0.96,8.8,1.3,8.9,17553.7
17-06-25 00:57,230.8,229.6,230.0,12.4,11.9,11.7,50.05,0.97,8.9,1.2,9.0,17553.8
17-06-25 00:58,229.5,229.3,229.7,11.5,12.3,12.2,50.04,0.97,8.7,1.1,8.8,17553.9
17-06-25 00:59,229.8,229.4,229.9,11.6,11.6,12.4,50.03,0.98,8.8,1.2,8.9,17554.0
17-06-25 01:00,230.9,230.9,229.9,11.9,12.1,12.0,50.04,0.97,8.5,1.2,8.6,17554.1
17-06-25 01:01,230.9,229.4,229.5,11.5,12.0,11.6,50.0,0.99,8.7,1.2,8.8,17554.2
17-06-25 01:02,229.3,229.4,231.3,11.7,12.0,11.8,49.98,0.96,8.7,1.0,8.8,17554.3
17-06-25 01:03,231.0,230.8,231.3,12.1,11.7,12.1,50.04,0.99,8.8,1.1,8.9,17554.4
17-06-25 01:04,230.0,230.4,230.0,12.1,12.0,12.3,49.99,0.96,8.6,1.1,8.7,17554.5
17-06-25 01:05,229.9,229.2,230.0,12.0,11.9,11.9,50.0,0.97,8.8,1.2,8.9,17554.6
17-06-25 01:06,230.9,229.7,231.3,11.8,12.0,12.2,49.99,0.96,8.6,1.1,8.7,17554.7
17-06-25 01:07,229.5,229.7,229.8,11.7,11.7,11.8,50.0,0.97,8.5,1.1,8.6,17554.8
17-06-25 01:08,230.9,230.2,230.4,12.0,12.0,12.2,50.0,0.98,8.7,1.2,8.8,17554.9
17-06-25 01:09,229.6,230.3,230.2,12.0,12.3,11.9,49.99,0.98,8.8,1.3,8.9,17555.0
17-06-25 01:10,229.6,230.2,230.5,12.2,11.9,11.9,50.03,0.97,8.9,1.3,9.0,17555.1
17-06-25 01:11,230.2,230.3,231.5,11.8,12.1,12.3,50.05,0.98,8.7,1.2,8.8,17555.2
17-06-25 01:12,230.3,230.5,230.5,12.2,12.1,12.0,49.96,0.97,8.6,1.2,8.7,17555.3
17-06-25 01:13,229.2,231.0,230.6,11.7,12.3,12.0,50.02,0.98,8.6,1.1,8.7,17555.4
17-06-25 01:14,229.5,230.3,231.0,11.6,11.9,11.8,50.05,0.98,8.6,1.3,8.7,17555.5
17-06-25 01:15,229.7,229.9,230.1,12.3,11.6,11.8,49.96,0.99,8.6,1.3,8.7,17555.6
17-06-25 01:16,229.2,230.9,230.4,11.7,11.9,12.3,50.04,0.97,8.9,1.1,9.0,17555.7
17-06-25 01:17,229.1,229.9,231.0,12.2,12.3,12.0,49.95,0.99,8.6,1.2,8.7,17555.8
17-06-25 01:18,231.0,229.9,229.8,11.7,11.7,12.4,49.96,0.96,8.7,1.2,8.8,17555.9
17-06-25 01:19,230.0,229.5,230.5,11.5,11.9,12.2,49.97,0.97,8.7,1.0,8.8,17556.0
17-06-25 01:20,230.7,230.9,229.6,12.4,12.2,11.8,49.98,0.99,8.7,1.1,8.8,17556.1
17-06-25 01:21,230.5,229.1,229.8,11.9,11.5,11.6,49.96,0.98,8.6,1.2,8.7,17556.2
17-06-25 01:22,230.1,230.6,230.9,11.8,11.6,12.1,50.04,0.96,8.6,1.2,8.7,17556.3
17-06-25 01:23,229.4,230.9,230.6,11.6,11.7,12.1,49.96,0.98,8.8,1.0,8.9,17556.4
17-06-25 01:24,229.2,230.9,229.6,12.1,12.0,12.4,49.99,0.98,8.5,1.0,8.6,17556.5
17-06-25 01:25,230.1,230.5,230.4,12.0,12.0,11.6,49.97,0.98,8.8,1.0,8.9,17556.6
17-06-25 01:26,229.4,229.4,230.1,12.4,11.9,11.7,49.96,0.99,8.8,1.2,8.9,17556.7
17-06-25 01:27,230.3,229.5,230.2,12.2,11.8,11.8,49.95,0.97,8.5,1.1,8.6,17556.8
17-06-25 01:28,230.5,230.8,229.8,11.8,12.0,12.2,50.0,0.98,8.9,1.2,9.0,17556.9
17-06-25 01:29,230.8,229.3,230.2,12.1,12.3,12.1,50.03,0.97,8.9,1.0,9.0,17557.0
17-06-25 01:30,230.7,229.4,229.8,11.7,12.3,11.8,49.96,0.97,8.7,1.3,8.8,17557.1
17-06-25 01:31,230.9,231.0,230.3,12.2,12.4,12.3,50.0,0.96,8.5,1.2,8.6,17557.2
17-06-25 01:32,229.4,230.7,230.1,12.4,12.3,12.2,49.98,0.97,8.8,1.2,8.9,17557.3
17-06-25 01:33,230.2,229.4,230.0,11.9,12.0,12.4,50.0,0.98,8.7,1.1,8.8,17557.4
17-06-25 01:34,230.8,229.8,231.1,12.4,12.0,12.5,49.97,0.97,8.8,1.1,8.9,17557.5
17-06-25 01:35,230.3,230.1,231.4,11.6,11.9,12.4,50.02,0.99,8.6,1.1,8.7,17557.6
17-06-25 01:36,230.2,231.0,229.8,11.8,11.7,12.5,50.04,0.96,8.9,1.0,9.0,17557.7
17-06-25 01:37,230.6,229.5,229.6,12.1,12.3,11.9,49.98,0.97,8.8,1.3,8.9,17557.8
17-06-25 01:38,230.0,229.2,229.9,11.9,11.9,11.6,49.96,0.98,8.9,1.0,9.0,17557.9
17-06-25 01:39,230.6,230.3,231.5,11.7,11.8,11.9,50.04,0.99,8.6,1.3,8.7,17558.0
17-06-25 01:40,230.0,230.1,231.3,12.5,12.3,11.7,49.97,0.98,8.8,1.2,8.9,17558.1
17-06-25 01:41,229.3,229.4,230.4,11.8,12.4,12.4,50.04,0.98,8.7,1.2,8.8,17558.2
17-06-25 01:42,229.1,229.6,230.3,12.2,11.6,11.9,49.97,0.97,8.6,1.1,8.7,17558.3
17-06-25 01:43,229.3,230.1,230.0,11.9,12.2,11.7,50.01,0.98,8.8,1.3,8.9,17558.4
17-06-25 01:44,230.6,230.1,230.6,11.9,11.9,12.3,49.99,0.96,8.9,1.1,9.0,17558.5
17-06-25 01:45,230.8,230.6,230.9,12.2,11.6,11.6,50.02,0.97,9.0,1.1,9.1,17558.7
17-06-25 01:46,230.7,230.0,229.9,12.5,11.9,12.2,49.99,0.97,8.8,1.1,8.9,17558.8
17-06-25 01:47,229.2,229.6,230.3,12.3,12.4,12.1,50.05,0.98,8.6,1.2,8.7,17558.9
17-06-25 01:48,229.3,229.5,231.0,12.4,12.1,12.0,50.0,0.97,8.6,1.1,8.7,17559.0
17-06-25 01:49,229.5,229.8,230.1,11.7,11.9,12.2,50.05,0.97,8.5,1.3,8.6,17559.1
17-06-25 01:50,230.3,229.7,229.5,11.6,12.1,12.0,49.96,0.99,8.9,1.2,9.0,17559.2
17-06-25 01:51,230.3,230.2,231.5,11.9,12.1,11.8,49.98,0.97,9.0,1.3,9.1,17559.4
17-06-25 01:52,231.0,229.1,229.6,11.5,11.6,12.2,50.05,0.98,8.9,1.2,9.0,17559.5
17-06-25 01:53,230.6,229.3,230.0,12.2,12.3,11.9,49.98,0.97,8.7,1.1,8.8,17559.6
17-06-25 01:54,230.8,231.0,230.0,11.9,12.1,12.2,50.0,0.98,8.7,1.0,8.8,17559.7
17-06-25 01:55,229.5,229.7,230.6,11.7,12.1,12.0,49.97,0.98,8.7,1.1,8.8,17559.8
17-06-25 01:56,230.4,229.4,230.2,11.5,12.4,12.3,49.97,0.99,8.8,1.2,8.9,17559.9
17-06-25 01:57,230.1,230.6,231.2,12.3,12.2,12.0,50.04,0.99,8.5,1.1,8.6,17560.0
17-06-25 01:58,230.7,230.2,231.4,12.3,11.6,11.7,49.97,0.96,8.7,1.3,8.8,17560.1
17-06-25 01:59,230.7,229.4,231.3,12.4,12.4,12.4,50.03,0.97,9.0,1.3,9.1,17560.2
17-06-25 02:00,229.7,230.5,229.6,11.7,12.0,12.4,49.98,0.96,8.8,1.1,8.9,17560.3
17-06-25 02:01,230.1,229.1,230.6,11.6,11.7,12.3,50.03,0.97,8.6,1.2,8.7,17560.4
17-06-25 02:02,230.9,230.4,230.8,11.7,12.4,12.1,50.03,0.96,9.0,1.3,9.1,17560.6
17-06-25 02:03,230.6,230.3,231.1,11.7,11.6,12.3,49.98,0.97,8.8,1.1,8.9,17560.7
17-06-25 02:04,229.8,229.2,230.9,12.3,11.6,12.0,50.02,0.97,8.6,1.2,8.7,17560.8
17-06-25 02:05,229.0,230.0,230.5,12.0,12.4,11.8,50.02,0.99,8.8,1.2,8.9,17560.9
17-06-25 02:06,230.9,229.8,230.5,12.2,12.1,11.8,50.01,0.97,8.7,1.2,8.8,17561.0
17-06-25 02:07,230.5,230.5,230.1,11.7,12.4,11.8,50.05,0.98,8.9,1.3,9.0,17561.1
17-06-25 02:08,230.4,231.0,230.7,11.8,12.3,11.8,49.99,0.97,8.6,1.0,8.7,17561.2
17-06-25 02:09,230.2,231.0,230.7,11.9,11.6,11.6,50.05,0.97,8.8,1.2,8.9,17561.3
17-06-25 02:10,229.5,229.1,230.1,12.0,11.8,11.6,50.03,0.97,8.5,1.2,8.6,17561.4
17-06-25 02:11,230.0,230.4,231.3,11.8,12.2,11.6,49.97,0.99,8.7,1.1,8.8,17561.5
17-06-25 02:12,230.6,230.3,231.4,11.6,11.6,12.1,50.02,0.98,8.7,1.0,8.8,17561.6
17-06-25 02:13,230.5,230.6,231.1,11.8,12.1,12.3,49.97,0.96,8.8,1.2,8.9,17561.7
17-06-25 02:14,229.4,230.4,230.5,11.8,12.2,12.4,50.01,0.98,8.8,1.1,8.9,17561.8
17-06-25 02:15,230.5,229.2,231.0,12.4,12.5,12.3,50.03,0.98,8.9,1.1,9.0,17561.9
17-06-25 02:16,229.7,230.1,229.6,11.6,12.2,11.9,50.0,0.99,8.8,1.0,8.9,17562.0
17-06-25 02:17,230.2,230.4,230.4,11.8,11.8,11.8,50.0,0.98,8.7,1.2,8.8,17562.1
17-06-25 02:18,230.9,229.1,231.4,11.7,11.8,11.7,50.04,0.97,8.7,1.2,8.8,17562.2
17-06-25 02:19,229.1,229.5,231.5,12.3,11.9,12.4,49.97,0.96,8.9,1.0,9.0,17562.3
17-06-25 02:20,229.6,230.7,229.7,12.3,12.1,11.8,49.98,0.99,8.5,1.0,8.6,17562.4
17-06-25 02:21,230.0,231.0,230.1,11.7,11.9,12.5,50.03,0.97,8.7,1.1,8.8,17562.5
17-06-25 02:22,229.8,229.6,230.8,12.1,11.9,11.5,50.01,0.99,8.9,1.2,9.0,17562.6
17-06-25 02:23,230.8,229.5,230.1,11.8,12.2,11.7,50.04,0.98,8.6,1.1,8.7,17562.7
17-06-25 02:24,230.9,230.4,231.0,12.2,11.9,11.6,49.96,0.96,8.5,1.2,8.6,17562.8
17-06-25 02:25,229.9,229.8,230.8,12.0,11.6,11.9,50.01,0.96,8.6,1.3,8.7,17562.9
17-06-25 02:26,229.2,229.8,229.9,11.6,11.6,12.5,50.03,0.97,8.5,1.3,8.6,17563.0
17-06-25 02:27,230.4,229.7,231.1,11.7,11.6,12.2,50.03,0.98,8.6,1.1,8.7,17563.1
17-06-25 02:28,229.8,229.1,230.6,12.1,12.0,12.3,49.99,0.98,8.9,1.2,9.0,17563.2
17-06-25 02:29,229.9,230.2,231.2,12.0,12.5,12.1,49.96,0.97,9.0,1.3,9.1,17563.4
17-06-25 02:30,230.7,230.5,230.2,11.5,11.8,12.0,50.02,0.97,8.7,1.1,8.8,17563.5
17-06-25 02:31,230.2,229.2,231.3,11.7,12.5,12.3,50.0,0.98,8.9,1.1,9.0,17563.6
17-06-25 02:32,229.5,230.9,231.3,12.1,11.9,11.9,49.97,0.99,8.6,1.0,8.7,17563.7
17-06-25 02:33,229.3,229.6,230.4,11.9,11.5,12.0,49.96,0.97,8.8,1.1,8.9,17563.8
17-06-25 02:34,230.5,230.1,230.4,11.9,11.6,12.2,50.01,0.98,9.0,1.2,9.1,17564.0
17-06-25 02:35,230.3,229.2,230.1,12.1,12.2,12.3,49.97,0.99,8.7,1.1,8.8,17564.1
17-06-25 02:36,230.5,229.7,230.5,12.1,12.1,12.2,50.05,0.98,8.9,1.1,9.0,17564.2
17-06-25 02:37,230.6,230.2,230.9,12.3,12.3,11.9,50.01,0.98,9.0,1.2,9.1,17564.4
17-06-25 02:38,229.2,229.7,231.4,12.0,12.3,11.6,49.97,0.98,8.9,1.1,9.0,17564.5
17-06-25 02:39,229.0,230.7,230.8,12.0,12.0,11.8,49.96,0.97,8.7,1.1,8.8,17564.6
17-06-25 02:40,229.2,230.2,230.5,11.8,11.9,12.5,50.02,0.96,8.7,1.0,8.8,17564.7
17-06-25 02:41,229.7,230.6,231.4,12.2,12.0,11.9,49.96,0.97,8.9,1.3,9.0,17564.8
17-06-25 02:42,229.3,230.0,229.6,12.2,12.5,12.0,49.98,0.96,8.8,1.2,8.9,17564.9
17-06-25 02:43,229.7,229.5,229.9,12.5,12.2,12.3,49.97,0.97,8.7,1.1,8.8,17565.0
17-06-25 02:44,230.1,229.4,230.6,11.5,12.1,12.3,50.03,0.99,8.9,1.1,9.0,17565.1
17-06-25 02:45,230.2,230.3,229.9,11.7,12.5,11.7,50.01,0.98,8.7,1.0,8.8,17565.2
17-06-25 02:46,230.1,229.8,230.0,11.6,12.5,12.2,49.99,0.99,9.0,1.3,9.1,17565.4
17-06-25 02:47,230.0,230.5,231.2,12.3,12.0,11.7,49.96,0.97,8.8,1.3,8.9,17565.5
17-06-25 02:48,229.4,229.6,230.2,12.0,11.5,12.4,49.97,0.98,8.8,1.0,8.9,17565.6
17-06-25 02:49,229.2,229.9,231.4,11.8,11.6,11.8,50.01,0.97,8.6,1.2,8.7,17565.7
17-06-25 02:50,230.4,229.9,231.2,12.3,11.7,11.9,50.0,0.97,8.8,1.0,8.9,17565.8
17-06-25 02:51,230.2,229.5,229.9,11.7,12.2,11.9,50.04,0.98,8.9,1.3,9.0,17565.9
17-06-25 02:52,230.0,229.5,230.0,11.8,11.6,11.6,49.99,0.98,8.9,1.2,9.0,17566.0
17-06-25 02:53,230.4,229.3,230.6,12.5,11.8,11.7,50.01,0.99,8.9,1.3,9.0,17566.1
17-06-25 02:54,230.9,229.2,229.9,11.9,11.7,12.1,50.02,0.98,8.7,1.1,8.8,17566.2
17-06-25 02:55,229.9,229.5,230.7,11.8,12.0,12.5,50.01,0.96,8.6,1.0,8.7,17566.3
17-06-25 02:56,229.2,229.7,230.7,11.7,12.1,11.9,49.96,0.97,8.8,1.0,8.9,17566.4
17-06-25 02:57,229.4,230.1,230.0,12.3,11.8,12.3,50.0,0.99,8.5,1.3,8.6,17566.5
17-06-25 02:58,230.7,230.2,230.8,11.6,11.6,11.8,49.96,0.99,8.9,1.2,9.0,17566.6
17-06-25 02:59,229.9,229.9,229.8,11.6,12.4,12.4,50.04,0.98,8.6,1.2,8.7,17566.7
17-06-25 03:00,229.0,229.0,230.5,12.3,11.8,12.2,50.02,0.99,8.8,1.2,8.9,17566.8
17-06-25 03:01,229.2,230.8,231.2,11.9,11.8,12.2,50.04,0.97,8.9,1.2,9.0,17566.9
17-06-25 03:02,230.6,229.7,229.8,12.1,12.3,11.8,50.02,0.96,8.9,1.0,9.0,17567.0
17-06-25 03:03,229.6,230.0,230.8,12.0,11.8,11.9,49.98,0.96,9.0,1.2,9.1,17567.2
17-06-25 03:04,229.5,230.3,230.0,12.4,12.5,11.8,50.05,0.98,8.9,1.1,9.0,17567.3
17-06-25 03:05,229.7,229.8,229.8,12.1,12.4,12.0,50.03,0.99,8.6,1.2,8.7,17567.4
17-06-25 03:06,229.2,230.0,230.4,12.2,11.5,12.1,50.02,0.97,8.9,1.3,9.0,17567.5
17-06-25 03:07,230.8,230.8,229.8,11.6,11.6,12.4,49.97,0.97,8.9,1.0,9.0,17567.6
17-06-25 03:08,230.2,229.7,231.0,11.7,12.0,11.7,49.97,0.99,8.7,1.1,8.8,17567.7
17-06-25 03:09,230.7,229.0,229.8,12.0,11.5,11.5,50.03,0.98,8.7,1.2,8.8,17567.8
17-06-25 03:10,230.8,230.7,229.9,11.8,12.1,11.7,49.98,0.99,8.6,1.2,8.7,17567.9
17-06-25 03:11,229.2,230.6,230.3,12.0,11.9,12.2,49.96,0.96,8.9,1.0,9.0,17568.0
17-06-25 03:12,230.0,229.9,230.7,11.9,11.9,11.5,49.97,0.98,8.9,1.0,9.0,17568.1
17-06-25 03:13,230.3,230.8,230.0,11.6,12.3,12.2,49.96,0.98,8.9,1.2,9.0,17568.2
17-06-25 03:14,229.8,230.2,231.0,11.7,11.6,12.3,49.99,0.99,8.7,1.2,8.8,17568.3
17-06-25 03:15,230.0,230.8,229.8,12.4,11.7,11.9,50.02,0.98,8.7,1.2,8.8,17568.4
17-06-25 03:16,230.9,229.8,229.9,11.7,11.6,11.5,50.04,0.96,8.7,1.0,8.8,17568.5
17-06-25 03:17,230.9,229.5,230.1,11.7,12.2,12.0,49.98,0.98,8.6,1.2,8.7,17568.6
17-06-25 03:18,229.9,230.0,231.1,12.0,12.4,11.6,49.97,0.97,8.6,1.2,8.7,17568.7
17-06-25 03:19,230.9,230.1,231.1,11.9,12.0,11.5,49.98,0.98,8.7,1.2,8.8,17568.8
17-06-25 03:20,230.9,230.8,229.9,12.0,11.7,11.6,50.02,0.97,8.5,1.0,8.6,17568.9
17-06-25 03:21,230.1,230.3,229.8,12.3,12.0,11.8,50.03,0.98,8.8,1.1,8.9,17569.0
17-06-25 03:22,230.3,230.0,231.3,12.4,12.0,12.4,49.97,0.97,8.6,1.1,8.7,17569.1
17-06-25 03:23,231.0,230.6,230.2,11.8,12.5,11.6,49.97,0.97,8.6,1.2,8.7,17569.2
17-06-25 03:24,230.8,230.8,230.4,12.4,12.3,12.1,50.05,0.99,8.7,1.2,8.8,17569.3
17-06-25 03:25,229.5,230.9,231.2,12.5,12.3,12.4,50.03,0.98,8.7,1.0,8.8,17569.4
17-06-25 03:26,229.4,230.7,229.9,11.9,11.9,12.5,50.04,0.98,8.8,1.0,8.9,17569.5
17-06-25 03:27,229.2,230.6,231.1,11.6,11.5,12.4,49.96,0.98,9.0,1.1,9.1,17569.7
17-06-25 03:28,230.3,229.7,229.6,12.3,12.5,11.7,49.96,0.97,8.7,1.0,8.8,17569.8
17-06-25 03:29,229.2,230.4,230.5,11.7,12.3,11.8,49.98,0.98,8.5,1.1,8.6,17569.9
17-06-25 03:30,229.2,229.6,230.8,12.4,12.3,12.0,50.02,0.97,8.9,1.2,9.0,17570.0
17-06-25 03:31,230.4,230.6,230.0,11.7,11.9,11.8,50.0,0.99,8.8,1.0,8.9,17570.1
17-06-25 03:32,229.5,230.1,230.0,12.4,11.8,11.7,50.01,0.98,8.6,1.2,8.7,17570.2
17-06-25 03:33,229.6,229.6,231.3,11.9,11.5,11.7,50.05,0.97,8.9,1.3,9.0,17570.3
17-06-25 03:34,230.9,229.5,231.4,11.6,12.4,11.8,50.01,0.98,8.6,1.1,8.7,17570.4
17-06-25 03:35,230.7,230.5,230.8,12.0,12.2,11.5,50.03,0.96,8.5,1.0,8.6,17570.5
17-06-25 03:36,230.5,229.5,230.2,12.2,11.9,12.4,50.0,0.98,8.7,1.2,8.8,17570.6
17-06-25 03:37,229.7,229.7,230.8,12.3,11.5,11.9,50.04,0.96,8.7,1.0,8.8,17570.7
17-06-25 03:38,230.1,229.9,230.5,11.8,12.4,11.8,49.97,0.97,8.9,1.0,9.0,17570.8
17-06-25 03:39,230.7,230.7,229.9,12.3,11.7,12.3,49.98,0.97,8.8,1.3,8.9,17570.9
17-06-25 03:40,230.3,230.5,230.8,12.1,12.3,12.2,50.04,0.97,8.6,1.2,8.7,17571.0
17-06-25 03:41,230.9,230.6,230.1,12.3,11.9,11.7,49.99,0.99,8.6,1.2,8.7,17571.1
17-06-25 03:42,229.6,229.7,229.7,12.1,11.9,12.4,50.0,0.98,8.6,1.0,8.7,17571.2
17-06-25 03:43,229.4,229.3,230.0,12.1,11.8,11.6,49.99,0.97,8.7,1.1,8.8,17571.3
17-06-25 03:44,231.0,230.0,230.0,12.4,11.8,11.6,50.02,0.97,8.9,1.2,9.0,17571.4
17-06-25 03:45,229.1,231.0,229.6,12.3,12.0,12.3,50.05,0.98,9.0,1.3,9.1,17571.6
17-06-25 03:46,229.6,229.7,231.0,12.3,12.3,12.1,49.97,0.98,8.7,1.2,8.8,17571.7
17-06-25 03:47,230.9,229.6,230.8,12.0,12.3,12.1,50.01,0.97,9.0,1.2,9.1,17571.9
17-06-25 03:48,230.9,230.5,231.3,12.2,12.0,12.4,50.03,0.98,8.9,1.3,9.0,17572.0
17-06-25 03:49,229.1,231.0,231.3,11.7,12.3,12.4,49.97,0.99,8.9,1.1,9.0,17572.1
17-06-25 03:50,230.1,229.9,231.5,12.3,12.4,11.8,50.04,0.97,8.8,1.1,8.9,17572.2
17-06-25 03:51,230.8,230.0,230.7,11.5,12.4,11.9,49.98,0.97,8.6,1.2,8.7,17572.3
17-06-25 03:52,230.9,229.5,230.9,11.8,12.5,12.0,49.97,0.98,8.8,1.0,8.9,17572.4
