Timestamp,Voltage_L1_V,Voltage_L2_V,Voltage_L3_V,Current_L1_A,Current_L2_A,Current_L3_A,Frequency_Hz,PowerFactor,ActivePower_kW,ReactivePower_kVAR,ApparentPower_kVA,Energy_kWh
17-06-25 00:37,229.1,229.5,230.6,12.0,12.0,11.5,49.96,0.97,8.7,1.3,8.8,15531.4
17-06-25 00:38,229.4,230.5,230.1,12.4,12.2,11.6,50.04,0.99,8.9,1.1,9.0,15531.5
17-06-25 00:39,230.6,229.3,230.2,11.9,11.8,11.7,49.98,0.99,8.8,1.3,8.9,15531.6
17-06-25 00:40,230.5,230.2,231.0,11.8,12.3,11.5,49.98,0.97,8.6,1.1,8.7,15531.7
17-06-25 00:41,229.5,229.8,230.5,11.8,11.7,11.6,50.03,0.98,8.6,1.1,8.7,15531.8
17-06-25 00:42,229.8,230.7,231.0,12.4,12.5,11.6,49.99,0.97,8.9,1.1,9.0,15531.9
17-06-25 00:43,230.0,230.6,230.9,12.2,11.6,11.5,49.99,0.98,8.6,1.1,8.7,15532.0
17-06-25 00:44,230.5,230.2,230.5,12.0,12.0,12.3,50.01,0.97,8.6,1.2,8.7,15532.1
17-06-25 00:45,230.0,229.4,229.7,12.4,11.9,11.9,50.03,0.98,8.8,1.2,8.9,15532.2
17-06-25 00:46,230.0,229.4,230.8,12.1,11.7,11.6,50.03,0.98,8.6,1.2,8.7,15532.3
17-06-25 00:47,229.6,229.2,230.8,12.0,12.2,12.1,50.01,0.98,8.8,1.3,8.9,15532.4
17-06-25 00:48,230.6,229.2,229.7,11.9,11.8,11.7,49.98,0.96,8.9,1.0,9.0,15532.5
17-06-25 00:49,230.5,230.2,231.5,12.2,12.0,11.5,49.97,0.98,8.6,1.0,8.7,15532.6
17-06-25 00:50,230.3,229.0,230.6,11.9,11.6,12.4,49.96,0.96,8.8,1.2,8.9,15532.7
17-06-25 00:51,230.3,229.5,230.0,11.6,12.0,11.9,50.02,0.96,8.8,1.1,8.9,15532.8
17-06-25 00:52,230.8,230.2,229.9,12.2,12.3,12.4,50.02,0.99,8.9,1.2,9.0,15532.9
17-06-25 00:53,229.3,229.1,230.9,12.5,11.8,11.7,49.98,0.98,8.9,1.1,9.0,15533.0
17-06-25 00:54,230.9,230.4,230.7,12.3,11.8,12.1,50.01,0.96,8.9,1.0,9.0,15533.1
17-06-25 00:55,229.9,229.4,230.9,11.7,12.1,11.7,49.96,0.97,8.8,1.3,8.9,15533.2
17-06-25 00:56,229.9,229.8,230.3,12.1,11.9,12.2,49.99,0.96,8.6,1.1,8.7,15533.3
17-06-25 00:57,229.5,230.5,229.9,12.2,12.5,12.4,49.98,0.97,8.7,1.1,8.8,15533.4
17-06-25 00:58,230.8,229.5,230.8,11.8,12.1,11.8,49.95,0.99,8.5,1.0,8.6,15533.5
17-06-25 00:59,230.2,230.7,229.5,11.7,11.8,12.4,49.96,0.97,8.5,1.2,8.6,15533.6
17-06-25 01:00,230.7,230.7,229.9,11.5,11.5,11.9,50.03,0.97,8.9,1.2,9.0,15533.7
17-06-25 01:01,229.5,230.1,230.9,11.9,12.1,12.2,49.97,0.98,8.7,1.2,8.8,15533.8
17-06-25 01:02,230.6,229.5,230.4,11.7,12.1,12.2,50.0,0.96,8.7,1.3,8.8,15533.9
17-06-25 01:03,230.3,229.9,230.6,11.9,12.1,11.6,49.98,0.98,9.0,1.1,9.1,15534.0
17-06-25 01:04,230.2,229.4,230.9,11.6,12.2,12.4,49.99,0.98,8.9,1.1,9.0,15534.1
17-06-25 01:05,229.4,230.9,229.8,11.7,12.3,11.6,49.99,0.98,8.8,1.3,8.9,15534.2
17-06-25 01:06,229.9,230.0,231.3,11.5,12.4,12.3,50.04,0.99,8.6,1.2,8.7,15534.3
17-06-25 01:07,230.6,230.3,230.7,12.1,11.9,12.5,50.04,0.99,8.9,1.1,9.0,15534.4
17-06-25 01:08,231.0,230.2,230.6,12.2,11.8,12.1,50.01,0.98,8.7,1.3,8.8,15534.5
17-06-25 01:09,229.0,229.1,231.4,12.2,12.1,12.2,50.0,0.97,8.7,1.2,8.8,15534.6
17-06-25 01:10,230.0,230.8,230.2,12.5,11.8,12.0,50.04,0.98,8.9,1.0,9.0,15534.7
17-06-25 01:11,230.6,230.5,231.2,12.1,12.4,11.6,49.97,0.96,8.9,1.0,9.0,15534.8
17-06-25 01:12,229.6,230.7,229.5,11.7,12.5,12.4,50.01,0.97,8.7,1.2,8.8,15534.9
17-06-25 01:13,230.2,229.8,230.9,12.5,11.9,11.8,49.95,0.96,8.8,1.0,8.9,15535.0
17-06-25 01:14,230.5,229.5,230.9,11.8,11.6,12.0,50.05,0.99,8.9,1.0,9.0,15535.1
17-06-25 01:15,230.8,229.1,230.7,12.1,11.8,12.4,49.95,0.98,8.8,1.3,8.9,15535.2
17-06-25 01:16,230.6,230.0,230.6,12.3,11.9,12.4,49.95,0.99,8.9,1.3,9.0,15535.3
17-06-25 01:17,229.5,229.5,230.1,11.5,12.5,12.4,50.03,0.98,9.0,1.0,9.1,15535.4
17-06-25 01:18,229.2,229.4,230.1,11.9,12.4,12.0,50.01,0.98,8.8,1.2,8.9,15535.5
17-06-25 01:19,230.8,230.1,229.6,12.3,11.6,11.7,49.95,0.97,8.9,1.1,9.0,15535.6
17-06-25 01:20,229.3,229.2,231.1,11.7,11.7,12.4,49.99,0.96,8.7,1.1,8.8,15535.7
17-06-25 01:21,230.4,229.7,229.6,12.4,11.8,12.1,50.05,0.97,8.6,1.0,8.7,15535.8
17-06-25 01:22,229.0,229.4,230.5,11.8,11.5,11.6,49.98,0.98,9.0,1.2,9.1,15535.9
17-06-25 01:23,229.7,229.6,230.3,12.4,12.2,11.5,49.99,0.97,8.7,1.1,8.8,15536.0
17-06-25 01:24,229.2,230.0,229.8,12.3,12.4,11.6,50.01,0.98,8.6,1.3,8.7,15536.1
17-06-25 01:25,230.2,229.5,230.7,12.5,12.4,11.5,49.96,0.97,8.5,1.1,8.6,15536.2
17-06-25 01:26,229.6,230.3,230.9,11.6,12.1,11.6,50.05,0.99,8.7,1.1,8.8,15536.3
17-06-25 01:27,229.1,229.8,229.6,11.9,11.9,11.8,50.04,0.98,8.9,1.0,9.0,15536.4
17-06-25 01:28,231.0,229.3,229.7,11.9,12.1,11.6,50.0,0.98,8.6,1.2,8.7,15536.5
17-06-25 01:29,229.3,230.2,231.2,11.7,11.5,11.8,50.0,0.98,8.6,1.0,8.7,15536.6
17-06-25 01:30,229.4,230.3,231.3,12.3,12.1,11.9,49.97,0.99,8.9,1.1,9.0,15536.7
17-06-25 01:31,230.3,230.3,230.6,12.3,12.2,11.8,49.97,0.99,8.8,1.0,8.9,15536.8
17-06-25 01:32,230.7,230.5,231.2,11.6,12.3,12.4,50.01,0.96,9.0,1.0,9.1,15536.9
17-06-25 01:33,229.7,229.7,229.8,11.6,11.6,12.3,49.96,0.98,8.9,1.1,9.0,15537.0
17-06-25 01:34,230.1,230.9,231.4,11.8,11.9,11.6,50.02,0.97,8.6,1.0,8.7,15537.1
17-06-25 01:35,229.2,230.2,230.2,11.7,12.3,12.0,49.96,0.97,8.9,1.1,9.0,15537.2
17-06-25 01:36,230.3,230.2,231.1,12.1,12.2,12.0,49.97,0.98,9.0,1.1,9.1,15537.4
17-06-25 01:37,229.7,229.5,230.0,12.0,11.9,11.7,50.03,0.97,8.9,1.1,9.0,15537.5
17-06-25 01:38,231.0,230.5,229.9,11.9,11.7,11.7,50.04,0.97,8.8,1.0,8.9,15537.6
17-06-25 01:39,230.4,229.7,230.1,12.2,12.1,11.7,49.99,0.97,9.0,1.2,9.1,15537.8
17-06-25 01:40,229.8,230.7,229.7,11.8,11.7,11.5,50.0,0.97,8.5,1.1,8.6,15537.9
17-06-25 01:41,230.4,229.7,231.2,11.8,12.0,11.6,49.96,0.97,9.0,1.1,9.1,15538.0
17-06-25 01:42,230.0,229.2,230.7,12.3,12.2,11.5,49.99,0.97,8.6,1.1,8.7,15538.1
17-06-25 01:43,230.3,229.9,229.7,11.7,11.6,11.9,50.0,0.98,8.9,1.2,9.0,15538.2
17-06-25 01:44,229.6,230.7,230.3,12.3,11.6,12.3,49.96,0.98,8.5,1.2,8.6,15538.3
17-06-25 01:45,231.0,230.0,230.1,12.2,11.8,12.3,50.04,0.97,8.9,1.3,9.0,15538.4
17-06-25 01:46,230.9,230.3,230.2,11.8,12.0,12.0,49.97,0.96,8.7,1.1,8.8,15538.5
17-06-25 01:47,230.1,230.2,229.5,11.9,12.4,12.2,49.98,0.98,8.6,1.1,8.7,15538.6
17-06-25 01:48,229.3,230.8,229.5,12.3,11.6,12.3,49.97,0.96,8.9,1.3,9.0,15538.7
17-06-25 01:49,229.7,230.9,230.9,12.2,11.7,12.0,50.02,0.97,8.6,1.3,8.7,15538.8
17-06-25 01:50,230.3,229.4,230.1,12.0,12.3,12.0,50.01,0.97,8.9,1.2,9.0,15538.9
17-06-25 01:51,229.8,230.3,229.9,12.4,12.3,11.8,49.95,0.99,8.9,1.2,9.0,15539.0
17-06-25 01:52,230.2,230.3,231.5,12.2,11.8,12.2,50.04,0.98,8.8,1.3,8.9,15539.1
17-06-25 01:53,230.2,230.4,230.0,12.4,12.1,12.2,49.98,0.99,9.0,1.2,9.1,15539.2
17-06-25 01:54,230.2,230.3,229.6,11.6,11.7,11.7,49.96,0.96,8.6,1.3,8.7,15539.3
17-06-25 01:55,230.3,229.3,230.1,11.8,12.2,11.7,50.0,0.97,8.8,1.2,8.9,15539.4
17-06-25 01:56,230.6,230.3,230.1,11.8,11.7,11.8,50.04,0.97,8.8,1.1,8.9,15539.5
17-06-25 01:57,230.9,229.3,229.8,12.2,12.3,11.8,50.01,0.96,8.8,1.1,8.9,15539.6
17-06-25 01:58,229.5,230.2,229.7,11.7,12.5,12.2,49.98,0.97,8.7,1.2,8.8,15539.7
17-06-25 01:59,229.8,229.4,230.6,12.3,11.7,11.6,50.05,0.96,8.5,1.3,8.6,15539.8
17-06-25 02:00,229.2,230.7,231.1,11.5,11.9,11.5,50.03,0.96,8.6,1.0,8.7,15539.9
17-06-25 02:01,230.4,231.0,230.0,11.8,11.9,12.1,50.03,0.99,8.6,1.1,8.7,15540.0
17-06-25 02:02,230.6,230.0,230.0,12.4,12.5,12.2,49.97,0.96,8.5,1.1,8.6,15540.1
17-06-25 02:03,230.2,230.3,230.7,11.9,11.7,11.7,49.96,0.97,8.9,1.1,9.0,15540.2
17-06-25 02:04,229.4,230.0,230.2,12.2,12.1,11.6,50.04,0.97,8.7,1.2,8.8,15540.3
17-06-25 02:05,229.9,229.9,231.4,11.8,12.0,12.3,50.01,0.97,8.7,1.0,8.8,15540.4
17-06-25 02:06,229.2,229.7,230.1,12.0,12.4,11.5,49.97,0.97,8.5,1.2,8.6,15540.5
17-06-25 02:07,229.9,229.6,230.5,11.7,12.2,12.5,49.95,0.97,9.0,1.3,9.1,15540.6
17-06-25 02:08,230.6,230.5,231.0,12.1,11.6,12.3,50.02,0.98,8.7,1.1,8.8,15540.7
17-06-25 02:09,229.9,229.8,229.7,12.1,11.9,12.3,50.01,0.99,8.9,1.2,9.0,15540.8
17-06-25 02:10,229.8,230.6,230.9,12.4,11.7,12.1,49.95,0.97,8.9,1.1,9.0,15540.9
17-06-25 02:11,230.7,230.2,230.7,12.4,11.9,11.8,49.98,0.99,8.6,1.3,8.7,15541.0
17-06-25 02:12,229.3,229.9,230.4,11.8,11.5,11.5,49.98,0.98,8.6,1.1,8.7,15541.1
17-06-25 02:13,230.5,230.4,230.2,12.3,11.7,12.0,49.98,0.97,8.6,1.1,8.7,15541.2
17-06-25 02:14,230.3,229.7,230.6,12.1,12.3,11.9,49.98,0.98,8.9,1.1,9.0,15541.3
17-06-25 02:15,230.3,229.3,229.8,12.0,11.7,12.5,49.98,0.99,9.0,1.2,9.1,15541.4
17-06-25 02:16,229.5,230.3,229.9,12.0,11.9,12.2,50.02,0.99,8.6,1.0,8.7,15541.5
17-06-25 02:17,230.8,230.3,230.0,12.4,12.3,12.4,49.98,0.99,8.8,1.1,8.9,15541.6
17-06-25 02:18,229.2,229.9,230.0,12.4,11.8,11.7,49.95,0.98,8.9,1.1,9.0,15541.7
17-06-25 02:19,231.0,230.2,230.8,12.2,11.7,12.5,50.04,0.99,8.9,1.1,9.0,15541.8
17-06-25 02:20,230.1,230.7,230.0,12.1,11.7,11.7,49.97,0.99,9.0,1.1,9.1,15541.9
17-06-25 02:21,229.3,229.6,229.9,11.8,12.1,12.4,49.96,0.99,8.8,1.1,8.9,15542.0
17-06-25 02:22,229.2,230.1,231.3,12.1,12.1,11.8,50.05,0.98,8.8,1.2,8.9,15542.1
17-06-25 02:23,231.0,229.3,229.7,11.6,12.0,11.8,49.98,0.98,8.8,1.1,8.9,15542.2
17-06-25 02:24,229.4,229.5,230.1,11.7,12.5,11.5,50.04,0.97,8.8,1.1,8.9,15542.3
17-06-25 02:25,230.0,229.3,231.1,12.4,12.0,11.6,49.99,0.97,8.8,1.0,8.9,15542.4
17-06-25 02:26,230.8,229.3,230.3,12.2,12.0,11.7,49.96,0.98,8.7,1.2,8.8,15542.5
17-06-25 02:27,230.6,229.5,229.7,11.7,12.0,12.3,50.01,0.96,8.6,1.2,8.7,15542.6
17-06-25 02:28,230.9,230.2,230.2,11.7,11.8,11.8,49.98,0.98,8.7,1.3,8.8,15542.7
17-06-25 02:29,230.6,230.3,229.9,12.4,12.3,12.3,49.96,0.97,8.9,1.2,9.0,15542.8
17-06-25 02:30,230.8,229.6,231.0,12.1,12.0,11.7,50.01,0.99,8.8,1.1,8.9,15542.9
17-06-25 02:31,230.7,229.5,231.2,12.2,12.3,12.1,50.04,0.98,8.7,1.2,8.8,15543.0
17-06-25 02:32,229.5,230.0,229.7,12.4,12.1,12.2,49.98,0.98,9.0,1.3,9.1,15543.1
17-06-25 02:33,230.2,229.4,230.2,12.1,11.9,11.6,49.98,0.98,8.6,1.1,8.7,15543.2
17-06-25 02:34,229.7,229.3,231.2,11.5,11.5,12.1,49.99,0.98,8.7,1.3,8.8,15543.3
17-06-25 02:35,230.9,230.2,229.8,11.6,11.6,12.2,49.96,0.98,8.8,1.1,8.9,15543.4
17-06-25 02:36,230.8,229.9,231.4,12.3,12.3,12.5,49.95,0.98,8.8,1.3,8.9,15543.5
17-06-25 02:37,229.5,230.5,229.9,12.2,12.1,12.3,50.02,0.98,8.5,1.2,8.6,15543.6
17-06-25 02:38,230.1,230.9,230.9,11.5,12.3,12.2,49.98,0.98,9.0,1.2,9.1,15543.8
17-06-25 02:39,230.3,229.4,230.6,12.0,11.8,12.0,50.01,0.98,8.8,1.3,8.9,15543.9
17-06-25 02:40,229.5,229.8,230.5,12.5,11.6,12.4,50.03,0.97,8.6,1.2,8.7,15544.0
17-06-25 02:41,229.7,229.2,230.2,12.0,12.2,11.8,49.97,0.96,8.5,1.1,8.6,15544.1
17-06-25 02:42,229.2,230.7,230.6,11.7,12.2,12.1,50.01,0.97,8.9,1.2,9.0,15544.2
17-06-25 02:43,229.0,231.0,229.9,12.2,12.0,12.0,49.96,0.96,8.7,1.2,8.8,15544.3
17-06-25 02:44,229.4,230.3,230.1,11.8,12.1,11.6,50.04,0.97,9.0,1.1,9.1,15544.4
17-06-25 02:45,230.8,231.0,230.3,11.7,11.7,12.2,50.05,0.97,8.7,1.2,8.8,15544.5
17-06-25 02:46,230.9,230.5,231.1,12.2,12.4,11.6,49.97,0.99,8.9,1.0,9.0,15544.6
17-06-25 02:47,230.7,229.6,231.5,12.1,12.2,11.8,49.95,0.96,8.9,1.3,9.0,15544.7
17-06-25 02:48,229.3,230.4,231.2,12.4,12.3,12.3,50.02,0.97,8.7,1.1,8.8,15544.8
17-06-25 02:49,229.6,230.6,231.3,11.8,12.3,12.0,49.97,0.98,8.9,1.1,9.0,15544.9
17-06-25 02:50,229.8,230.1,230.9,11.6,11.9,12.5,49.99,0.96,8.8,1.2,8.9,15545.0
17-06-25 02:51,230.5,230.0,230.5,11.6,12.2,11.6,50.0,0.99,8.8,1.2,8.9,15545.1
17-06-25 02:52,230.6,229.6,230.6,11.9,11.9,12.0,50.01,0.99,8.6,1.0,8.7,15545.2
17-06-25 02:53,229.9,229.0,230.0,12.5,12.3,11.8,49.99,0.99,8.7,1.1,8.8,15545.3
17-06-25 02:54,230.6,230.6,231.1,12.0,12.3,12.3,49.97,0.97,8.7,1.0,8.8,15545.4
17-06-25 02:55,229.4,230.0,230.4,11.8,12.3,12.1,50.0,0.99,8.5,1.1,8.6,15545.5
17-06-25 02:56,229.4,230.1,230.7,11.6,12.1,12.4,50.01,0.98,8.5,1.2,8.6,15545.6
17-06-25 02:57,231.0,229.2,230.2,12.5,11.9,12.1,49.98,0.97,8.8,1.0,8.9,15545.7
17-06-25 02:58,231.0,230.3,229.7,12.2,12.5,11.8,49.98,0.97,8.8,1.0,8.9,15545.8
17-06-25 02:59,229.6,229.8,229.7,12.4,12.3,11.7,49.96,0.98,8.7,1.0,8.8,15545.9
17-06-25 03:00,229.6,229.8,230.1,11.6,11.7,12.2,49.98,0.97,9.0,1.3,9.1,15546.0
17-06-25 03:01,230.6,230.7,230.9,11.6,11.6,11.8,49.97,0.97,8.6,1.0,8.7,15546.1
17-06-25 03:02,229.7,229.6,231.0,11.7,11.8,11.9,50.02,0.99,8.8,1.2,8.9,15546.2
17-06-25 03:03,229.1,229.8,229.7,11.9,12.5,11.7,50.03,0.99,8.9,1.0,9.0,15546.3
17-06-25 03:04,229.7,230.5,230.1,11.8,12.3,12.1,50.04,0.98,8.9,1.1,9.0,15546.4
17-06-25 03:05,230.1,229.9,229.6,12.1,11.7,12.1,49.98,0.98,8.7,1.2,8.8,15546.5
17-06-25 03:06,229.4,230.8,230.4,12.0,11.8,12.3,50.02,0.97,9.0,1.2,9.1,15546.6
17-06-25 03:07,230.2,230.3,231.0,12.4,12.3,11.7,50.0,0.99,8.7,1.3,8.8,15546.7
17-06-25 03:08,230.7,230.7,230.8,11.8,12.3,12.2,50.03,0.98,8.5,1.1,8.6,15546.8
17-06-25 03:09,229.8,230.2,230.8,11.8,12.1,11.9,49.97,0.98,8.5,1.0,8.6,15546.9
17-06-25 03:10,229.5,230.7,231.4,12.2,11.7,11.9,49.96,0.96,8.5,1.2,8.6,15547.0
17-06-25 03:11,229.7,229.3,229.5,11.7,12.3,12.4,49.97,0.96,9.0,1.0,9.1,15547.1
17-06-25 03:12,229.8,230.0,230.5,11.6,11.5,12.2,50.03,0.98,8.7,1.1,8.8,15547.2
17-06-25 03:13,230.3,229.2,230.5,11.9,11.6,11.6,49.96,0.97,8.9,1.0,9.0,15547.3
17-06-25 03:14,229.7,229.7,229.7,11.8,11.7,12.0,49.96,0.97,8.8,1.1,8.9,15547.4
17-06-25 03:15,230.8,230.9,230.1,12.3,11.8,11.8,49.99,0.98,8.5,1.1,8.6,15547.5
17-06-25 03:16,230.9,229.1,230.9,11.5,12.3,11.8,50.01,0.97,8.8,1.2,8.9,15547.6
17-06-25 03:17,230.3,230.4,230.2,12.1,12.1,11.9,50.0,0.97,8.9,1.0,9.0,15547.7
17-06-25 03:18,230.5,230.6,229.8,11.6,11.9,11.7,49.99,0.98,8.7,1.0,8.8,15547.8
17-06-25 03:19,229.0,229.6,230.5,12.4,11.7,12.2,49.96,0.97,8.8,1.2,8.9,15547.9
17-06-25 03:20,229.9,229.8,230.0,11.9,11.8,12.5,50.01,0.98,8.5,1.0,8.6,15548.0
17-06-25 03:21,230.9,230.8,231.1,11.6,12.5,11.9,50.0,0.97,8.6,1.3,8.7,15548.1
17-06-25 03:22,229.3,229.3,229.6,12.3,11.8,11.7,50.03,0.97,9.0,1.2,9.1,15548.2
17-06-25 03:23,230.9,230.8,231.3,12.3,12.5,12.1,49.97,0.97,8.7,1.3,8.8,15548.3
17-06-25 03:24,230.0,230.0,230.5,12.0,12.0,11.8,50.04,0.97,9.0,1.2,9.1,15548.4
17-06-25 03:25,229.6,229.2,231.1,11.9,12.1,11.8,50.04,0.99,8.7,1.3,8.8,15548.5
17-06-25 03:26,229.2,230.0,230.5,12.3,11.6,12.0,50.05,0.97,8.8,1.2,8.9,15548.6
17-06-25 03:27,229.6,231.0,231.2,12.2,11.5,12.4,50.01,0.97,8.7,1.2,8.8,15548.7
17-06-25 03:28,229.2,229.4,230.9,11.6,11.9,11.7,50.01,0.98,9.0,1.1,9.1,15548.9
17-06-25 03:29,230.4,229.8,230.0,11.6,11.8,12.5,49.99,0.96,8.5,1.0,8.6,15549.0
17-06-25 03:30,229.1,230.9,230.7,11.8,12.0,12.1,50.04,0.97,8.9,1.1,9.0,15549.1
17-06-25 03:31,230.5,229.3,230.9,12.2,11.7,11.7,49.98,0.98,9.0,1.0,9.1,15549.2
17-06-25 03:32,229.9,229.5,231.1,12.5,12.3,12.1,49.96,0.97,8.8,1.1,8.9,15549.3
17-06-25 03:33,230.6,230.0,230.7,12.5,11.8,11.6,50.03,0.99,8.5,1.1,8.6,15549.4
17-06-25 03:34,230.7,230.9,230.2,12.1,11.7,11.9,50.04,0.98,8.8,1.1,8.9,15549.5
17-06-25 03:35,229.1,230.1,231.5,12.0,11.8,12.1,49.97,0.98,8.6,1.0,8.7,15549.6
17-06-25 03:36,230.7,229.2,231.3,12.3,12.3,11.6,50.05,0.97,8.7,1.1,8.8,15549.7
17-06-25 03:37,229.8,229.2,231.2,11.8,12.3,11.6,50.04,0.97,8.8,1.2,8.9,15549.8
17-06-25 03:38,231.0,230.5,229.7,11.9,12.3,11.8,50.04,0.98,8.5,1.1,8.6,15549.9
17-06-25 03:39,229.8,230.1,231.0,11.8,12.0,12.0,50.03,0.96,8.5,1.3,8.6,15550.0
17-06-25 03:40,230.2,229.6,231.1,12.2,12.1,12.3,50.04,0.98,9.0,1.0,9.1,15550.1
17-06-25 03:41,230.8,229.3,230.0,11.6,12.4,12.2,50.0,0.97,8.7,1.0,8.8,15550.2
17-06-25 03:42,229.1,229.3,230.1,11.5,12.5,12.3,49.97,0.97,8.9,1.1,9.0,15550.3
17-06-25 03:43,229.3,230.5,230.0,12.4,12.0,11.5,49.98,0.99,8.8,1.0,8.9,15550.4
17-06-25 03:44,230.2,229.8,229.9,12.5,11.8,11.9,49.95,0.98,8.7,1.3,8.8,15550.5
17-06-25 03:45,230.3,231.0,230.2,12.3,11.6,12.1,50.03,0.99,8.6,1.2,8.7,15550.6
17-06-25 03:46,229.3,229.5,229.5,12.5,11.7,12.0,50.05,0.98,8.9,1.0,9.0,15550.7
17-06-25 03:47,229.1,230.0,230.4,12.0,12.2,12.1,49.99,0.96,8.8,1.0,8.9,15550.8
17-06-25 03:48,229.6,230.8,230.5,12.1,12.2,11.8,50.01,0.97,8.6,1.1,8.7,15550.9
17-06-25 03:49,229.0,229.3,231.4,11.7,12.3,11.6,50.0,0.98,8.9,1.0,9.0,15551.0
17-06-25 03:50,230.5,229.8,229.7,11.6,12.4,12.1,49.96,0.98,8.9,1.1,9.0,15551.1
17-06-25 03:51,230.9,230.2,230.3,12.0,12.3,11.5,50.04,0.97,9.0,1.2,9.1,15551.2
17-06-25 03:52,230.8,230.0,230.4,12.3,11.7,11.7,49.97,0.96,8.8,1.1,8.9,15551.3
